id,group
4D2W-HBT0-TWCN-F239,outer
4TST-NKN0-TWCN-F0M2,outer
HB13AB232E-69BA-48A0-BA63-884675E804BC,outer
HB060705347,outer
5RNK-YP21-JBK9-22FC,outer
A13428340,outer
4P0M-0XF0-TWCN-F26B,outer
4PP7-T9R0-TWCN-F2D7,outer
HB110227104,outer
HB1DB7AD46-C888-4596-87DF-4E63349375DD,outer
HB938674BD-CD69-41A8-8002-1DB617CD41DA,outer
4PP7-T970-TWCN-F3F2,outer
4PPF-13V0-TWCN-F1T7,outer
4D92-4610-TWCN-F2SF,outer
4PNC-V9G0-TWCN-F37Y,outer
59Y7-19W1-DY2B-S082,outer
A27516096,outer
A13211575,outer
A50468265,outer
A114594441,outer
HB101112761,outer
A13111264,outer
A25556785,outer
A58769498,outer
A25601010,outer
7WJC-6GS0-Y8XK-R0F7,outer
HBC5C8AC68-119B-4674-8B3B-66F91C99B722,outer
HB071027215,outer
HB060312292,outer
A24196208,outer
A42732853,outer
A22723547,outer
HB110910409,outer
A49303576,outer
HB090107277,outer
7VWV-7K71-2PFJ-101B,outer
HB100407508,outer
4FSM-3MP0-TWCN-F34M,outer
5S34-70N1-DY2B-S4D9,outer
7XFT-2J80-Y8XK-R31D,outer
HB040804743,outer
A40153351,outer
A41601508,outer
4VBC-GCT0-TWCN-F062,outer
5SW9-64G1-JBK9-249P-00000-00,outer
HB120209448,outer
HB110126491,outer
4T78-B250-TWCN-F1NY,outer
A56251173,outer
HB110807136,outer
5BV5-KYD1-DY2B-S160,outer
HB5DED102C-2AC4-4B12-BC5F-1F477DC516BF,outer
574H-SJB1-DY2B-S0WY,outer
4KXC-XKG0-TWCN-F27C,outer
A25804929,outer
HB030622151,outer
A46505921,outer
HB050405284,outer
HB95246AE0-67F3-4540-B0A7-9E2A6EE868AC,outer
5JRD-VK01-JBK9-23XV,outer
A12124467,outer
A74654919,outer
HBCE4BE5FB-6C94-478F-9D00-F7EAEEC4B1E5,outer
