"date","Topic 1: Central banks","Topic 2: Corporate Culture (+German Economy)","Topic 3: German Politics II","Topic 4: German Politics I","Topic 5: German Economy","Topic 6: Financial Markets I","Topic 7: Geopolitics (+Energy)","Topic 8: Miscellaneous","Topic 9: EU Conflicts","Topic 10: Financial Markets II","Topic 11: Geopolitics","Topic 12: Companies (Cars)","Topic 13: Society","Topic 14: Companies & Markets"
2001-01-01,0.0053231662646701,0.00264822585281427,0.005855134440367,0.00613970256928783,0.00606304339986426,0.00241011782657439,0.00169230924015368,0.00581332034795414,0.00168534022475154,0.00896215380715567,0.00226957601596451,0.00612692604105057,0.00588649500967664,0.00480978213004557
2001-02-01,0.00476384596918576,0.00412932489425404,0.00236031964060201,0.00751672923202179,0.00543910477850024,0.00261709081489345,0.00224057539105264,0.00382564360158245,0.00123571127627752,0.00974619433187913,0.00332321154419488,0.00291830315396609,0.00415771786064204,0.00681801536351722
2001-03-01,0.00635003480792926,0.00435303889378547,0.00366531732422155,0.00490082973389552,0.00704968845519854,0.00205448683399693,0.00215211292431357,0.00567966898775497,0.00182343842024754,0.00933196949993431,0.00285827497760396,0.0027790893710138,0.00662881153250012,0.00507872616513919
2001-04-01,0.00513441351525248,0.00464069511797865,0.0036481019955221,0.00559590486309592,0.00625849299938509,0.00255109323291104,0.0022236664106981,0.00652404388669165,0.00203159319609287,0.00866005272293904,0.00294168507200757,0.00321625953315464,0.00505191226871064,0.00666455382220822
2001-05-01,0.00449323521648567,0.00490797500497285,0.00307013447260316,0.00446540922428685,0.0035643770959441,0.00197299535162111,0.00150260357873629,0.00440975723988921,0.00251493967587432,0.00481919683938614,0.00173448684705979,0.00206177351720782,0.00615219437043438,0.00456876290959676
2001-06-01,0.00394760832192282,0.00247303650215565,0.00364834097842764,0.00566159401648614,0.00601799421646676,0.00162284518540797,0.00278726721282559,0.00643968910957361,0.00194659803882548,0.00405099158603934,0.00239141813574787,0.00275734047847607,0.0049800806569812,0.00383062199673834
2001-07-01,0.00470460354264969,0.00415308459200696,0.00396345822156806,0.00624031006380982,0.00564071682206991,0.00162651351545482,0.00238501899721043,0.00608406861774396,0.00238768979116027,0.00744750892913918,0.00337588355260245,0.00362827358086268,0.00460311337255563,0.00521205439311999
2001-08-01,0.00424863228093223,0.00434959528311238,0.00575898421895149,0.00647118269378984,0.00849453583207581,0.00381339987964213,0.00185280752649517,0.00848089218313255,0.00184325697223489,0.00694598167701541,0.00258820020453707,0.0017818605519902,0.00720930410162039,0.00691050818976293
2001-09-01,0.0107962744339597,0.00463187167473624,0.00521317656885207,0.00625581188262249,0.0125359043136478,0.00503607139226641,0.00205099220626618,0.00810399009634703,0.00235806973018487,0.0233307504800544,0.00648147815601389,0.00216382534296189,0.00894809622023513,0.00813684025006856
2001-10-01,0.0137025081537883,0.0052622375020211,0.00481057578403415,0.0091846293490083,0.016920913300673,0.00579590483919562,0.00333321301374724,0.00662983890508772,0.00248918594857052,0.0196952264790341,0.00652512403750974,0.00379749098083997,0.0113344381966333,0.0120119307736137
2001-11-01,0.00662903098149956,0.00412025406308674,0.00373851428493409,0.00801230943960253,0.0147653002014616,0.00431887143843554,0.00252568052482548,0.00971957368728155,0.00293136707872941,0.00892228691815092,0.00499078979333892,0.00278627779035404,0.00696428584201739,0.0104055783808621
2001-12-01,0.00773183499035449,0.00506517696205006,0.00391011624702759,0.00958081610942745,0.0151631184681266,0.00275947540719016,0.00144971906069147,0.00682723386915067,0.00227328913683631,0.00743717664468549,0.0044964863549089,0.00180036249203757,0.00821949455243668,0.00717640400876843
2002-01-01,0.00312478014554512,0.00322412286693528,0.00516840184271418,0.00678239852400111,0.00621859632598161,0.0034576427704628,0.00186557889779448,0.00834091810113509,0.00333894757087975,0.00681594281953545,0.00186686906300734,0.00320864088438097,0.00861314296104839,0.0061747307087444
2002-02-01,0.00356209163418119,0.00341501352895547,0.00340520832194042,0.0054082720407289,0.00806128091022917,0.00174392610481934,0.00124806277862975,0.00374138684817065,0.00165427849782461,0.00643501728959041,0.00205909347316019,0.00144416691893072,0.00368395634993965,0.00646303216677626
2002-03-01,0.00206708452525931,0.00251987446888754,0.00214583060241205,0.00552272487764519,0.0045607103017626,0.00210252025997804,0.00139511800022263,0.00675247611584708,0.00111556942633042,0.00505024841472878,0.00351994964872728,0.00119300306886394,0.00639024416094449,0.00755831097204341
2002-04-01,0.00338596517461258,0.00356356426016808,0.00638970623031222,0.00541419820965226,0.0084089306160846,0.00288276776553864,0.00136545383894487,0.00654671411754245,0.00256875199107818,0.00934454318998932,0.00212218037739876,0.00114667235673881,0.0057835528296119,0.00708208527399962
2002-05-01,0.0031716409658535,0.0046282141749886,0.00402990095249243,0.00620532135855862,0.00874960477072681,0.00284779667309465,0.00130118603727323,0.0048968742384881,0.00164971801154285,0.00794798122990669,0.00266917403628147,0.00294945183225662,0.00683558334536284,0.00919253082136111
2002-06-01,0.00590433064827339,0.00410705686768497,0.00384870748974491,0.00669613657958158,0.00697403672125765,0.00302897189595671,0.00122192273350029,0.00513905789632121,0.00290887434729269,0.0107892286160265,0.00445338468243705,0.00326358106078877,0.00614312926247745,0.0088942010167581
2002-07-01,0.00724375837859736,0.0037007716072834,0.00367729948292431,0.0052421077735304,0.0091736886036782,0.00316482476775082,0.00182560967237377,0.00830652400930066,0.00274232652928717,0.0110358104694994,0.00421715834318341,0.00257280563113818,0.00388724459524729,0.0111857712640159
2002-08-01,0.00793894760875857,0.00343337609202604,0.00460743661189344,0.00637701614962462,0.00972028081131601,0.00442851971398261,0.00343207012926756,0.00708745989023404,0.00167424425636264,0.00892364352864736,0.00383038877060189,0.00167293829360417,0.00748577853156837,0.0112861301587254
2002-09-01,0.00878157376802349,0.00364065568368842,0.01025344898985,0.0067930518916697,0.00938622067689338,0.00436310938466206,0.00252645891499625,0.00592866229659514,0.00199419931211783,0.0119609377958839,0.00382943042284263,0.00225820007514553,0.00677460022543658,0.0081613139108025
2002-10-01,0.00685090075812581,0.00266607649257923,0.00371037458437672,0.00755303540693485,0.00969887082820448,0.00399657077274996,0.00179604007992455,0.00491367055860379,0.00155181933251272,0.00898401634880108,0.00432219843596575,0.00159761072265244,0.00632175580540017,0.0093109159950763
2002-11-01,0.00613733967312132,0.00347342677576562,0.00408294310774486,0.00934410305364602,0.00954410060007671,0.00517544671171658,0.00111563257192629,0.00555911547425708,0.00179181475271576,0.00700263518012756,0.00227888360728845,0.00267887870014983,0.00624346082020699,0.0100393326198098
2002-12-01,0.00570845784561801,0.00419939639997251,0.00407879517788199,0.00935896406812725,0.0120230141407166,0.00474983274694976,0.00174407921177062,0.00699332471173625,0.00172243283857488,0.00704434830569763,0.00338765740513246,0.00303667692545877,0.0097377755990526,0.00591873689951943
2003-01-01,0.00556028412412358,0.00363821059973518,0.0043123092429314,0.00567698144524716,0.00977786260049583,0.00385101159707818,0.00196875245283783,0.00602295467963707,0.00172300162364817,0.0139418976001173,0.00328674572670416,0.00210055178022446,0.00807820044107238,0.00977648969083555
2003-02-01,0.0108518742474916,0.00463557468556896,0.00450308618437169,0.0111762426469746,0.0134361614490062,0.00712392193794074,0.00313099262599533,0.00399292931194541,0.00224012166966884,0.0126899618445618,0.0048883688372787,0.00248225582702937,0.0081366214011153,0.0139706840228021
2003-03-01,0.0123035149300982,0.00492846765704043,0.00342785959429976,0.00765898585747835,0.0150163789180333,0.00550664311650815,0.00446210221009063,0.00559932773214802,0.00268344030043037,0.0180529034685203,0.0109235439861269,0.00344551380680259,0.0115958752456097,0.0163286753807438
2003-04-01,0.00608941880859298,0.0030851295508179,0.00449406037242137,0.00581720149528552,0.0110206766842051,0.00256049254698897,0.00277661659573611,0.00546579369083407,0.0021579408836737,0.0125549924501199,0.00573141179654619,0.00378134595212547,0.00627914602695878,0.0113456876582752
2003-05-01,0.00523992445516388,0.00627832411853477,0.00400401100966929,0.00667916091166815,0.00773498826169701,0.00399094024467581,0.00242535305990124,0.00687231777212735,0.0010993965666738,0.00513100141355155,0.00279278678694017,0.00222783927777755,0.00607790572196808,0.00902463707438701
2003-06-01,0.00397936202055218,0.004020654401242,0.00349914692660392,0.00861175539497669,0.00601339410638401,0.0039090120386362,0.00155075829701765,0.00489238243802707,0.0018948614694328,0.00373619577871214,0.00313057419526146,0.00212273423694329,0.00647066898883793,0.00606080387680565
2003-07-01,0.00320749408534447,0.00440104779206839,0.00184986304424122,0.00645419248952293,0.00467112198848038,0.0022027019137472,0.00157398080059457,0.00461594553975105,0.00104109246681394,0.00631770337950827,0.00174822221763456,0.00206185676830654,0.00375199851359443,0.00657035343421626
2003-08-01,0.00183595846253574,0.00482423944601161,0.00340363426241221,0.00844282307067493,0.00748767214518319,0.00248727119176277,0.00246464494310476,0.00725979349798465,0.00252121056474979,0.00650989497103343,0.00376727040155882,0.00201050380932611,0.00644524854629625,0.00660686460813919
2003-09-01,0.00453190068290884,0.00466202456390325,0.00351895357482302,0.00583313949285296,0.00661949156679333,0.00375003563934758,0.00261481695343082,0.0078904429216784,0.00126534256691118,0.00590493197891884,0.00285487307871361,0.00266866131798023,0.00462612832087031,0.00500976941828487
2003-10-01,0.00305832236936326,0.0037980342503961,0.0038911596374217,0.00733362422826553,0.00629125483939951,0.00214294214462305,0.00202759365387543,0.00553566931285094,0.0013799489168338,0.00546476702954736,0.00153233591378478,0.00131751257780528,0.00438641737751236,0.00448060100757233
2003-11-01,0.00276105255973393,0.00526518335522463,0.00563743444475038,0.00865312501971204,0.00725547062222886,0.00326690296666616,0.0027028169598388,0.00652923843530133,0.00159976618535452,0.00500940346548914,0.00405022887898108,0.00203710412182189,0.00891575615649401,0.00462116613285493
2003-12-01,0.00320855678999468,0.00682972223432608,0.00382537176139296,0.00510096190632546,0.00646886449595702,0.00310925097827296,0.00156511553967047,0.00489395824245484,0.00173435502161875,0.00593457125542609,0.00215255836957359,0.00128258351195515,0.00489535691585937,0.00427574459765203
2004-01-01,0.00262035012667534,0.00571600522332476,0.00349380016890045,0.00711568576802119,0.00623297653806931,0.00303392717847097,0.00200307094489081,0.0057144620253703,0.00195986140216589,0.00428546071953911,0.00314195103528327,0.00229782175419292,0.00824839306659581,0.00644748105373943
2004-02-01,0.00401694815050813,0.00710966254828096,0.00738491860539099,0.00729540444047716,0.00590569703018995,0.00475320215692438,0.00254891584592131,0.0072484095038974,0.00257577009539546,0.0084613264384798,0.00345748461979669,0.00354476093058768,0.00740729714661945,0.00422730643805563
2004-03-01,0.00308241557316486,0.00393360038118602,0.00334215211384779,0.00541847976135528,0.00885451255255835,0.00167420541283574,0.00408068010904262,0.00540126830384015,0.00267403462666941,0.00920969444855247,0.00293846520122011,0.00123609558517779,0.00379121468719719,0.00668430422769558
2004-04-01,0.0034905940219181,0.00381493428737373,0.00245459453322974,0.00642067768217502,0.00739369847854191,0.00547757176466084,0.00202633942544366,0.00630259263407225,0.0040983384028204,0.00530910376270088,0.00295527513718551,0.00142489291377352,0.00554212492429036,0.00424476386246784
2004-05-01,0.00295704181127313,0.00413211082797992,0.00518289369868887,0.00700683324385188,0.0075846831174522,0.00434194458096327,0.00474547102900818,0.00758145490586784,0.00194822569116084,0.0095522780781192,0.00433225994621019,0.00126223072948449,0.00653067203515888,0.0056800382826802
2004-06-01,0.00288062132512658,0.00287757304859205,0.00304370411972369,0.00445810443174351,0.00449315961189056,0.00244014536588765,0.00364573873529247,0.00470501483104008,0.00256969711860498,0.00599138752860983,0.00290043512260099,0.00108213816975655,0.00427520783967199,0.00540916671051546
2004-07-01,0.00314250729886403,0.00567982417640618,0.00262996331241117,0.00443208590034747,0.00673629239338044,0.00264789488045034,0.00237443846785304,0.00530923843693006,0.0012552097627417,0.00573063028585048,0.00281226758747604,0.000862209563216618,0.00509854251246984,0.00612363048537556
2004-08-01,0.00265674598922946,0.0050058511590642,0.00702725197780455,0.00822437603588403,0.00761076635806955,0.00254639656488135,0.00197124198949121,0.00584517556849981,0.00132753701412725,0.0105534176740191,0.00149138918967444,0.00136933603850153,0.00672964292425965,0.00626483777321762
2004-09-01,0.0016530252415231,0.00418625239573278,0.00700380594098213,0.00520256800625751,0.00450082627518091,0.00383084440693322,0.00255893751935689,0.00525550111097234,0.00187988140458665,0.00640944279375561,0.00307616957114179,0.00113125606647692,0.00841333890081701,0.00429060623074202
2004-10-01,0.00441880565046717,0.00432919742434869,0.00452241516191665,0.00563131696013274,0.00674721940101435,0.00391895976415006,0.00283946066512909,0.00477163804080865,0.00212399498471441,0.00694603765271471,0.00100109190116731,0.00300887621763433,0.00543109857989928,0.00486964703812573
2004-11-01,0.00266649625747723,0.0042696933886601,0.00337736196391379,0.00475110244301904,0.00503454889558552,0.00438367185635879,0.00166018636503222,0.00686420324548552,0.00184765095006296,0.00611734433872306,0.00222407983680468,0.00180565888301607,0.00539748033220503,0.00621782535629954
2004-12-01,0.00295271510370867,0.00407276310687257,0.0039308496677796,0.00437184949463841,0.00619230898751926,0.00362413352522381,0.00346543462559296,0.0103322139365433,0.00168007200474586,0.00583828836526582,0.0027543414791701,0.00175026574881335,0.0109960026032685,0.00574673130778648
2005-01-01,0.00165268883025865,0.00393542570117145,0.00297768935796601,0.00649835981629478,0.00455755856543548,0.00293494740545932,0.00203736640281885,0.00508945841885206,0.00160994687775196,0.00520185392359187,0.00212285030783223,0.00198354320336598,0.00432010327373166,0.00376604092642272
2005-02-01,0.0022730734872028,0.0052793964864065,0.00450948449880555,0.0075741341637366,0.00605430790249836,0.00239305977098476,0.00325962737607674,0.00648925818120799,0.00137984226349261,0.00311964337833111,0.00219974853600271,0.00241805691343934,0.00722750712169981,0.00303965252247647
2005-03-01,0.00198068830886671,0.00545550453768288,0.00402883484274555,0.00658363570490697,0.00524451817434708,0.00237969653340653,0.00175965497584825,0.00490005064237026,0.00135634090715873,0.003304017744211,0.00212995757272334,0.00151709242208124,0.00494167380248413,0.00331119415112718
2005-04-01,0.00167340608799595,0.00460663323610454,0.00374573106813467,0.00534140663670574,0.00470782957271428,0.00354920484921139,0.00302855703042212,0.00327348149728918,0.00310188770912483,0.00369733282019087,0.000793437943563373,0.00112929245202181,0.00660122769681838,0.00304908962045888
2005-05-01,0.00264192604702243,0.00660401501881379,0.00547747598967763,0.00608395083632905,0.00583752042370552,0.00386927751768639,0.00109453507944479,0.00501181852166823,0.00346602775157515,0.00644079487538781,0.00199224586828766,0.00120334850839544,0.00692405451572746,0.00717368532332014
2005-06-01,0.00330967774669664,0.00432804013029561,0.00527888677575542,0.00526341441909853,0.00442368742599275,0.00376681555701386,0.00302414243748312,0.00423098625672057,0.00617769003973296,0.00422817310096477,0.0033856329521032,0.00141079761153282,0.00700616440981555,0.00640696223383052
2005-07-01,0.00258182017936918,0.00445566954225724,0.00404647540062138,0.00435986615195361,0.00538609907859595,0.00161566734495115,0.00191444401979639,0.00604048494795807,0.00107332272865599,0.00475282243082615,0.00270522793637047,0.00193392945511238,0.00508407483119804,0.00634900434046131
2005-08-01,0.00187800469572395,0.0030120731326708,0.00590884404264366,0.00481742163327002,0.00422195672974779,0.00143890855997016,0.00487428300336764,0.0054602710118736,0.00117197601701192,0.00646324240109539,0.00291730418250811,0.0013615139173373,0.00399767021436276,0.00507961572872013
